id,table_id:id,name,description,element_char,element_float,element_percent,start_date,end_date
element_2_0136,see_tabla_02,0136,El sistema no puede responder su solicitud. (No se pudo recibir una respuesta del batch) ,El sistema no puede responder su solicitud. (No se pudo recibir una respuesta del batch) ,,,,
element_2_0137,see_tabla_02,0137,El sistema no puede responder su solicitud. (Se obtuvo una respuesta nula) ,El sistema no puede responder su solicitud. (Se obtuvo una respuesta nula) ,,,,
element_2_0138,see_tabla_02,0138,El sistema no puede responder su solicitud. (Error en Base de Datos),El sistema no puede responder su solicitud. (Error en Base de Datos),,,,
element_2_0151,see_tabla_02,0151,El nombre del archivo ZIP es incorrecto ,El nombre del archivo ZIP es incorrecto ,,,,
element_2_0152,see_tabla_02,0152,No se puede enviar por este método un archivo de resumen ,No se puede enviar por este método un archivo de resumen ,,,,
element_2_0153,see_tabla_02,0153,No se puede enviar por este método un archivo por lotes ,No se puede enviar por este método un archivo por lotes ,,,,
element_2_0154,see_tabla_02,0154,El RUC del archivo no corresponde al RUC del usuario ,El RUC del archivo no corresponde al RUC del usuario ,,,,
element_2_0155,see_tabla_02,0155,El archivo ZIP esta vacio ,El archivo ZIP esta vacio ,,,,
element_2_0156,see_tabla_02,0156,El archivo ZIP esta corrupto ,El archivo ZIP esta corrupto ,,,,
element_2_0157,see_tabla_02,0157,El archivo ZIP no contiene comprobantes ,El archivo ZIP no contiene comprobantes ,,,,
element_2_0158,see_tabla_02,0158,El archivo ZIP contiene demasiados comprobantes para este tipo de envío ,El archivo ZIP contiene demasiados comprobantes para este tipo de envío ,,,,
element_2_0159,see_tabla_02,0159,El nombre del archivo XML es incorrecto ,El nombre del archivo XML es incorrecto ,,,,
element_2_0160,see_tabla_02,0160,El archivo XML esta vacio ,El archivo XML esta vacio ,,,,
element_2_0161,see_tabla_02,0161,El nombre del archivo XML no coincide con el nombre del archivo ZIP ,El nombre del archivo XML no coincide con el nombre del archivo ZIP ,,,,
element_2_0200,see_tabla_02,0200,No se pudo procesar su solicitud. (Ocurrio un error en el batch) ,No se pudo procesar su solicitud. (Ocurrio un error en el batch) ,,,,
element_2_0201,see_tabla_02,0201,No se pudo procesar su solicitud. (Llego un requerimiento nulo al batch),No se pudo procesar su solicitud. (Llego un requerimiento nulo al batch),,,,
element_2_0202,see_tabla_02,0202,No se pudo procesar su solicitud. (No llego información del archivo ZIP),No se pudo procesar su solicitud. (No llego información del archivo ZIP),,,,
element_2_0203,see_tabla_02,0203,No se pudo procesar su solicitud. (No se encontro archivos en la informacion del archivo ZIP),No se pudo procesar su solicitud. (No se encontro archivos en la informacion del archivo ZIP),,,,
element_2_0204,see_tabla_02,0204,No se pudo procesar su solicitud. (Este tipo de requerimiento solo acepta 1 archivo),No se pudo procesar su solicitud. (Este tipo de requerimiento solo acepta 1 archivo),,,,
element_2_0250,see_tabla_02,0250,No se pudo procesar su solicitud. (Ocurrio un error desconocido al hacer unzip) ,No se pudo procesar su solicitud. (Ocurrio un error desconocido al hacer unzip) ,,,,
element_2_0251,see_tabla_02,0251,No se pudo procesar su solicitud. (No se pudo crear un directorio para el unzip) ,No se pudo procesar su solicitud. (No se pudo crear un directorio para el unzip) ,,,,
element_2_0252,see_tabla_02,0252,No se pudo procesar su solicitud. (No se encontro archivos dentro del zip) ,No se pudo procesar su solicitud. (No se encontro archivos dentro del zip) ,,,,
element_2_0253,see_tabla_02,0253,No se pudo procesar su solicitud. (No se pudo comprimir la constancia) ,No se pudo procesar su solicitud. (No se pudo comprimir la constancia) ,,,,
element_2_0300,see_tabla_02,0300,No se encontró la raíz documento xml,No se encontró la raíz documento xml,,,,
element_2_0301,see_tabla_02,0301,Elemento raiz del xml no esta definido,Elemento raiz del xml no esta definido,,,,
element_2_0302,see_tabla_02,0302,Codigo del tipo de comprobante no registrado,Codigo del tipo de comprobante no registrado,,,,
element_2_0303,see_tabla_02,0303,No existe el directorio de schemas ,No existe el directorio de schemas ,,,,
element_2_0304,see_tabla_02,0304,No existe el archivo de schema ,No existe el archivo de schema ,,,,
element_2_0305,see_tabla_02,0305,El sistema no puede procesar el archivo xml ,El sistema no puede procesar el archivo xml ,,,,
element_2_0306,see_tabla_02,0306,No se puede leer (parsear) el archivo XML ,No se puede leer (parsear) el archivo XML ,,,,
element_2_0307,see_tabla_02,0307,No se pudo recuperar la constancia ,No se pudo recuperar la constancia ,,,,
element_2_0400,see_tabla_02,0400,No tiene permiso para enviar casos de pruebas ,No tiene permiso para enviar casos de pruebas ,,,,
element_2_0401,see_tabla_02,0401,El caso de prueba no existe ,El caso de prueba no existe ,,,,
element_2_0402,see_tabla_02,0402,La numeracion o nombre del documento ya ha sido enviado anteriormente ,La numeracion o nombre del documento ya ha sido enviado anteriormente ,,,,
element_2_0403,see_tabla_02,0403,El documento afectado por la nota no existe ,El documento afectado por la nota no existe ,,,,
element_2_0404,see_tabla_02,0404,El documento afectado por la nota se encuentra rechazado ,El documento afectado por la nota se encuentra rechazado ,,,,
element_2_1001,see_tabla_02,1001,ID - El dato SERIE-CORRELATIVO no cumple con el formato de acuerdo al tipo de comprobante ,ID - El dato SERIE-CORRELATIVO no cumple con el formato de acuerdo al tipo de comprobante ,,,,
element_2_1002,see_tabla_02,1002,El XML no contiene informacion en el tag ID ,El XML no contiene informacion en el tag ID ,,,,
element_2_1003,see_tabla_02,1003,InvoiceTypeCode - El valor del tipo de documento es invalido o no coincide con el nombre del archivo ,InvoiceTypeCode - El valor del tipo de documento es invalido o no coincide con el nombre del archivo ,,,,
element_2_1004,see_tabla_02,1004,El XML no contiene el tag o no existe informacion de InvoiceTypeCode ,El XML no contiene el tag o no existe informacion de InvoiceTypeCode ,,,,
element_2_1005,see_tabla_02,1005,CustomerAssignedAccountID - El dato ingresado no cumple con el estandar ,CustomerAssignedAccountID - El dato ingresado no cumple con el estandar ,,,,
element_2_1006,see_tabla_02,1006,El XML no contiene el tag o no existe informacion de CustomerAssignedAccountID del emisor del documento ,El XML no contiene el tag o no existe informacion de CustomerAssignedAccountID del emisor del documento ,,,,
element_2_1007,see_tabla_02,1007,AdditionalAccountID - El dato ingresado no cumple con el estandar ,AdditionalAccountID - El dato ingresado no cumple con el estandar ,,,,
element_2_1008,see_tabla_02,1008,El XML no contiene el tag o no existe informacion de AdditionalAccountID del emisor del documento ,El XML no contiene el tag o no existe informacion de AdditionalAccountID del emisor del documento ,,,,
element_2_1009,see_tabla_02,1009,IssueDate - El dato ingresado  no cumple con el patron YYYY-MM-DD,IssueDate - El dato ingresado  no cumple con el patron YYYY-MM-DD,,,,
element_2_1010,see_tabla_02,1010,El XML no contiene el tag IssueDate,El XML no contiene el tag IssueDate,,,,
element_2_1011,see_tabla_02,1011,IssueDate- El dato ingresado no es valido,IssueDate- El dato ingresado no es valido,,,,
element_2_1012,see_tabla_02,1012,ID - El dato ingresado no cumple con el patron SERIE-CORRELATIVO,ID - El dato ingresado no cumple con el patron SERIE-CORRELATIVO,,,,
element_2_1013,see_tabla_02,1013,El XML no contiene informacion en el tag ID,El XML no contiene informacion en el tag ID,,,,
element_2_1014,see_tabla_02,1014,CustomerAssignedAccountID - El dato ingresado no cumple con el estándar,CustomerAssignedAccountID - El dato ingresado no cumple con el estándar,,,,
element_2_1015,see_tabla_02,1015,El XML no contiene el tag o no existe informacion de CustomerAssignedAccountID del emisor del documento,El XML no contiene el tag o no existe informacion de CustomerAssignedAccountID del emisor del documento,,,,
element_2_1016,see_tabla_02,1016,AdditionalAccountID - El dato ingresado no cumple con el estándar,AdditionalAccountID - El dato ingresado no cumple con el estándar,,,,
element_2_1017,see_tabla_02,1017,El XML no contiene el tag AdditionalAccountID del emisor del documento,El XML no contiene el tag AdditionalAccountID del emisor del documento,,,,
element_2_1018,see_tabla_02,1018,IssueDate - El dato ingresado no cumple con el patron YYYY-MM-DD,IssueDate - El dato ingresado no cumple con el patron YYYY-MM-DD,,,,
element_2_1019,see_tabla_02,1019,El XML no contiene el tag IssueDate,El XML no contiene el tag IssueDate,,,,
element_2_1020,see_tabla_02,1020,IssueDate- El dato ingresado no es valido,IssueDate- El dato ingresado no es valido,,,,
element_2_1021,see_tabla_02,1021,Error en la validacion de la nota de credito,Error en la validacion de la nota de credito,,,,
element_2_1022,see_tabla_02,1022,La serie o numero del documento modificado por la Nota Electrónica no cumple con el formato establecido ,La serie o numero del documento modificado por la Nota Electrónica no cumple con el formato establecido ,,,,
element_2_1023,see_tabla_02,1023,No se ha especificado el tipo de documento modificado por la Nota electronica ,No se ha especificado el tipo de documento modificado por la Nota electronica ,,,,
element_2_1024,see_tabla_02,1024,CustomerAssignedAccountID - El dato ingresado no cumple con el estándar,CustomerAssignedAccountID - El dato ingresado no cumple con el estándar,,,,
element_2_1025,see_tabla_02,1025,El XML no contiene el tag o no existe informacion de CustomerAssignedAccountID del emisor del documento,El XML no contiene el tag o no existe informacion de CustomerAssignedAccountID del emisor del documento,,,,
element_2_1026,see_tabla_02,1026,AdditionalAccountID - El dato ingresado no cumple con el estándar,AdditionalAccountID - El dato ingresado no cumple con el estándar,,,,
element_2_1027,see_tabla_02,1027,El XML no contiene el tag AdditionalAccountID del emisor del documento,El XML no contiene el tag AdditionalAccountID del emisor del documento,,,,
element_2_1028,see_tabla_02,1028,IssueDate - El dato ingresado no cumple con el patron YYYY-MM-DD,IssueDate - El dato ingresado no cumple con el patron YYYY-MM-DD,,,,
element_2_1029,see_tabla_02,1029,El XML no contiene el tag IssueDate,El XML no contiene el tag IssueDate,,,,
element_2_1030,see_tabla_02,1030,IssueDate- El dato ingresado no es valido,IssueDate- El dato ingresado no es valido,,,,
element_2_1031,see_tabla_02,1031,Error en la validacion de la nota de debito,Error en la validacion de la nota de debito,,,,
element_2_1032,see_tabla_02,1032,El comprobante fue informado previamente en una comunicacion de baja ,El comprobante fue informado previamente en una comunicacion de baja ,,,,
element_2_1033,see_tabla_02,1033,El comprobante fue registrado previamente con otros datos ,El comprobante fue registrado previamente con otros datos ,,,,
element_2_1034,see_tabla_02,1034,Número de RUC del nombre del archivo no coincide con el consignado en el contenido del archivo XML ,Número de RUC del nombre del archivo no coincide con el consignado en el contenido del archivo XML ,,,,
element_2_1035,see_tabla_02,1035,Numero de Serie del nombre del archivo no coincide con el consignado en el contenido del archivo XML ,Numero de Serie del nombre del archivo no coincide con el consignado en el contenido del archivo XML ,,,,
element_2_1036,see_tabla_02,1036,Número de documento en el nombre del archivo no coincide con el consignado en el contenido del XML ,Número de documento en el nombre del archivo no coincide con el consignado en el contenido del XML ,,,,
element_2_1037,see_tabla_02,1037,El XML no contiene el tag o no existe informacion de RegistrationName del emisor del documento ,El XML no contiene el tag o no existe informacion de RegistrationName del emisor del documento ,,,,
element_2_1038,see_tabla_02,1038,RegistrationName - El nombre o razon social del emisor no cumple con el estandar ,RegistrationName - El nombre o razon social del emisor no cumple con el estandar ,,,,
element_2_1039,see_tabla_02,1039,Solo se pueden recibir notas electronicas que modifican facturas ,Solo se pueden recibir notas electronicas que modifican facturas ,,,,
element_2_1040,see_tabla_02,1040,El tipo de documento modificado por la nota electronica no es valido ,El tipo de documento modificado por la nota electronica no es valido ,,,,
element_2_2010,see_tabla_02,2010,El contribuyente no esta activo ,El contribuyente no esta activo ,,,,
element_2_2011,see_tabla_02,2011,El contribuyente no esta habido ,El contribuyente no esta habido ,,,,
element_2_2012,see_tabla_02,2012,El contribuyente no está autorizado a emitir comprobantes electrónicos,El contribuyente no está autorizado a emitir comprobantes electrónicos,,,,
element_2_2013,see_tabla_02,2013,El contribuyente no cumple con tipo de empresa o tributos requeridos ,El contribuyente no cumple con tipo de empresa o tributos requeridos ,,,,
element_2_2014,see_tabla_02,2014,El XML no contiene el tag o no existe informacion de CustomerAssignedAccountID del receptor del documento ,El XML no contiene el tag o no existe informacion de CustomerAssignedAccountID del receptor del documento ,,,,
element_2_2015,see_tabla_02,2015,El XML no contiene el tag o no existe informacion de AdditionalAccountID del receptor del documento ,El XML no contiene el tag o no existe informacion de AdditionalAccountID del receptor del documento ,,,,
element_2_2016,see_tabla_02,2016,AdditionalAccountID - El dato ingresado en el tipo de documento de identidad del receptor no cumple con el estandar ,AdditionalAccountID - El dato ingresado en el tipo de documento de identidad del receptor no cumple con el estandar ,,,,
element_2_2017,see_tabla_02,2017,CustomerAssignedAccountID - El numero de documento de identidad del recepetor debe ser RUC ,CustomerAssignedAccountID - El numero de documento de identidad del recepetor debe ser RUC ,,,,
element_2_2018,see_tabla_02,2018,CustomerAssignedAccountID -  El dato ingresado no cumple con el estándar,CustomerAssignedAccountID -  El dato ingresado no cumple con el estándar,,,,
element_2_2019,see_tabla_02,2019,El XML no contiene el tag o no existe informacion de RegistrationName del emisor del documento,El XML no contiene el tag o no existe informacion de RegistrationName del emisor del documento,,,,
element_2_2020,see_tabla_02,2020,RegistrationName - El nombre o razon social del emisor no cumple con el estándar,RegistrationName - El nombre o razon social del emisor no cumple con el estándar,,,,
element_2_2021,see_tabla_02,2021,El XML no contiene el tag o no existe informacion de RegistrationName del receptor del documento ,El XML no contiene el tag o no existe informacion de RegistrationName del receptor del documento ,,,,
element_2_2022,see_tabla_02,2022,RegistrationName - El dato ingresado no cumple con el estandar ,RegistrationName - El dato ingresado no cumple con el estandar ,,,,
element_2_2023,see_tabla_02,2023,El Numero de orden del item no cumple con el formato establecido ,El Numero de orden del item no cumple con el formato establecido ,,,,
element_2_2024,see_tabla_02,2024,El XML no contiene el tag InvoicedQuantity en el detalle de los Items ,El XML no contiene el tag InvoicedQuantity en el detalle de los Items ,,,,
element_2_2025,see_tabla_02,2025,InvoicedQuantity El dato ingresado no cumple con el estandar ,InvoicedQuantity El dato ingresado no cumple con el estandar ,,,,
element_2_2026,see_tabla_02,2026,El XML no contiene el tag cac:Item/cbc:Description en el detalle de los Items,El XML no contiene el tag cac:Item/cbc:Description en el detalle de los Items,,,,
element_2_2027,see_tabla_02,2027,El XML no contiene el tag o no existe informacion de cac:Item/cbc:Description del item ,El XML no contiene el tag o no existe informacion de cac:Item/cbc:Description del item ,,,,
element_2_2028,see_tabla_02,2028,Debe existir el tag cac:AlternativeConditionPrice con un elemento cbc:PriceTypeCode con valor 01 ,Debe existir el tag cac:AlternativeConditionPrice con un elemento cbc:PriceTypeCode con valor 01 ,,,,
element_2_2029,see_tabla_02,2029,PriceTypeCode El dato ingresado no cumple con el estándar,PriceTypeCode El dato ingresado no cumple con el estándar,,,,
element_2_2030,see_tabla_02,2030,El XML no contiene el tag cbc:PriceTypeCode,El XML no contiene el tag cbc:PriceTypeCode,,,,
